title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,pipeline_stage_reached
Near‐Infrared‐Transparent Perovskite Solar Cells and Perovskite‐Based Tandem Photovoltaics,2020,10.1002/smtd.202000395,https://openalex.org/W3081696716,105,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202000395,https://doi.org/10.1002/smtd.202000395,Small Methods,search_only
Enhanced Interfacial Binding and Electron Extraction Using Boron‐Doped TiO<sub>2</sub> for Highly Efficient Hysteresis‐Free Perovskite Solar Cells,2019,10.1002/advs.201901213,https://openalex.org/W2972627053,105,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201901213,https://doi.org/10.1002/advs.201901213,Advanced Science,search_only
Electronic Waste Reduction Through Devices and Printed Circuit Boards Designed for Circularity,2022,10.1109/jflex.2022.3159258,https://openalex.org/W4226354009,104,True,https://ieeexplore.ieee.org/ielx7/9552934/9645762/09733886.pdf,https://doi.org/10.1109/jflex.2022.3159258,IEEE Journal on Flexible Electronics,search_only
Recent Advance in Solution‐Processed Organic Interlayers for High‐Performance Planar Perovskite Solar Cells,2018,10.1002/advs.201800159,https://openalex.org/W2801240507,104,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201800159,https://doi.org/10.1002/advs.201800159,Advanced Science,search_only
Perovskite Solar Cells for BIPV Application: A Review,2020,10.3390/buildings10070129,https://openalex.org/W3041092810,104,True,https://www.mdpi.com/2075-5309/10/7/129/pdf?version=1595300907,https://doi.org/10.3390/buildings10070129,Buildings,search_only
Electronic structure of MAPbI3 and MAPbCl3: importance of band alignment,2019,10.1038/s41598-019-50108-0,https://openalex.org/W2981605226,104,True,https://www.nature.com/articles/s41598-019-50108-0.pdf,https://doi.org/10.1038/s41598-019-50108-0,Scientific Reports,search_only
Manipulating crystallization dynamics through chelating molecules for bright perovskite emitters,2021,10.1038/s41467-021-25092-7,https://openalex.org/W3171806716,103,True,https://www.nature.com/articles/s41467-021-25092-7.pdf,https://doi.org/10.1038/s41467-021-25092-7,Nature Communications,search_only
Recent Development in Earth-Abundant Kesterite Materials and Their Applications,2020,10.3390/su12125138,https://openalex.org/W3037436701,102,True,https://www.mdpi.com/2071-1050/12/12/5138/pdf?version=1592984163,https://doi.org/10.3390/su12125138,Sustainability,search_only
Elucidating the origin of chiroptical activity in chiral 2D perovskites through nano-confined growth,2022,10.1038/s41467-022-31017-9,https://openalex.org/W4282019659,102,True,https://www.nature.com/articles/s41467-022-31017-9.pdf,https://doi.org/10.1038/s41467-022-31017-9,Nature Communications,search_only
"Indoor application of emerging photovoltaics—progress, challenges and perspectives",2020,10.1039/d0ta06950g,https://openalex.org/W3087092937,101,True,https://pubs.rsc.org/en/content/articlepdf/2020/ta/d0ta06950g,https://doi.org/10.1039/d0ta06950g,Journal of Materials Chemistry A,search_only
Degradation of Highly Alloyed Metal Halide Perovskite Precursor Inks: Mechanism and Storage Solutions,2018,10.1021/acsenergylett.8b00305,https://openalex.org/W2790258356,101,True,https://www.osti.gov/servlets/purl/1432603,https://www.osti.gov/biblio/1432603,ACS Energy Letters,pdf_downloaded
Ion Exchange/Insertion Reactions for Fabrication of Efficient Methylammonium Tin Iodide Perovskite Solar Cells,2020,10.1002/advs.201903047,https://openalex.org/W3011970633,101,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201903047,https://doi.org/10.1002/advs.201903047,Advanced Science,search_only
High-performing organic electronics using terpene green solvents from renewable feedstocks,2022,10.1038/s41560-022-01167-7,https://openalex.org/W4311767233,101,True,https://www.nature.com/articles/s41560-022-01167-7.pdf,https://doi.org/10.1038/s41560-022-01167-7,Nature Energy,search_only
Role of interface properties in organic solar cells: from substrate engineering to bulk-heterojunction interfacial morphology,2020,10.1039/d0qm00398k,https://openalex.org/W3042898120,101,True,https://pubs.rsc.org/en/content/articlepdf/2020/qm/d0qm00398k,https://doi.org/10.1039/d0qm00398k,Materials Chemistry Frontiers,search_only
Design and properties of multiple-emitter luminescent metal–organic frameworks,2020,10.1039/d0cc04733c,https://openalex.org/W3082682729,101,True,https://pubs.rsc.org/en/content/articlepdf/2020/cc/d0cc04733c,https://doi.org/10.1039/d0cc04733c,Chemical Communications,search_only
Novel symmetrical bifacial flexible CZTSSe thin film solar cells for indoor photovoltaic applications,2021,10.1038/s41467-021-23343-1,https://openalex.org/W3165302056,100,True,https://www.nature.com/articles/s41467-021-23343-1.pdf,https://doi.org/10.1038/s41467-021-23343-1,Nature Communications,search_only
Unbiased biocatalytic solar-to-chemical conversion by FeOOH/BiVO4/perovskite tandem structure,2018,10.1038/s41467-018-06687-z,https://openalex.org/W2894922343,100,True,https://www.nature.com/articles/s41467-018-06687-z.pdf,https://doi.org/10.1038/s41467-018-06687-z,Nature Communications,search_only
Synergistic Interface Energy Band Alignment Optimization and Defect Passivation toward Efficient and Simple‐Structured Perovskite Solar Cell,2020,10.1002/advs.201902656,https://openalex.org/W3003731132,99,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201902656,https://doi.org/10.1002/advs.201902656,Advanced Science,search_only
Comparison of Perovskite Solar Cells with other Photovoltaics Technologies from the Point of View of Life Cycle Assessment,2021,10.1002/aesr.202000088,https://openalex.org/W3130843054,99,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aesr.202000088,https://doi.org/10.1002/aesr.202000088,Advanced Energy and Sustainability Research,search_only
Management of transition dipoles in organic hole-transporting materials under solar irradiation for perovskite solar cells,2018,10.1038/s41467-018-06998-1,https://openalex.org/W2898599016,99,True,https://www.nature.com/articles/s41467-018-06998-1.pdf,https://doi.org/10.1038/s41467-018-06998-1,Nature Communications,search_only
Wittichenite semiconductor of Cu3BiS3 films for efficient hydrogen evolution from solar driven photoelectrochemical water splitting,2021,10.1038/s41467-021-24060-5,https://openalex.org/W3172670837,99,True,https://www.nature.com/articles/s41467-021-24060-5.pdf,https://doi.org/10.1038/s41467-021-24060-5,Nature Communications,search_only
Transformation from crystalline precursor to perovskite in PbCl2-derived MAPbI3,2018,10.1038/s41467-018-05937-4,https://openalex.org/W2888520828,98,True,https://www.nature.com/articles/s41467-018-05937-4.pdf,https://doi.org/10.1038/s41467-018-05937-4,Nature Communications,search_only
Photovoltaic enhancement of bismuth halide hybrid perovskite by N-methyl pyrrolidone-assisted morphology conversion,2017,10.1039/c6ra28190g,https://openalex.org/W2583423525,98,True,https://pubs.rsc.org/en/content/articlepdf/2017/ra/c6ra28190g,https://doi.org/10.1039/c6ra28190g,RSC Advances,search_only
Electrochemical recycling of lead from hybrid organic–inorganic perovskites using deep eutectic solvents,2016,10.1039/c5gc02734a,https://openalex.org/W2301233778,98,True,https://pubs.rsc.org/en/content/articlepdf/2016/gc/c5gc02734a,https://doi.org/10.1039/c5gc02734a,Green Chemistry,search_only
Stability enhancement of lead‐free CsSnI<sub>3</sub> perovskite photodetector with reductive ascorbic acid additive,2020,10.1002/inf2.12074,https://openalex.org/W2998760087,97,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12074,https://doi.org/10.1002/inf2.12074,InfoMat,search_only
Metal-nanostructures – a modern and powerful platform to create transparent electrodes for thin-film photovoltaics,2016,10.1039/c6ta05286j,https://openalex.org/W2476110197,97,True,https://pubs.rsc.org/en/content/articlepdf/2016/ta/c6ta05286j,https://doi.org/10.1039/c6ta05286j,Journal of Materials Chemistry A,search_only
"A review on metal-organic framework: Synthesis, properties and ap-plication",2020,10.24294/can.v3i2.551,https://openalex.org/W4285033822,97,True,https://systems.enpress-publisher.com/index.php/CAN/article/download/551/952,https://doi.org/10.24294/can.v3i2.551,Characterization and Application of Nanomaterials,search_only
Tin perovskite transistors and complementary circuits based on A-site cation engineering,2023,10.1038/s41928-023-01019-6,https://openalex.org/W4386033377,97,True,https://www.nature.com/articles/s41928-023-01019-6.pdf,https://doi.org/10.1038/s41928-023-01019-6,Nature Electronics,search_only
Printing strategies for scaling-up perovskite solar cells,2021,10.1093/nsr/nwab075,https://openalex.org/W3166056003,97,True,https://academic.oup.com/nsr/article-pdf/8/8/nwab075/39733472/nwab075.pdf,https://doi.org/10.1093/nsr/nwab075,National Science Review,search_only
Stabilizing Perovskite Light‐Emitting Diodes by Incorporation of Binary Alkali Cations,2020,10.1002/adma.201907786,https://openalex.org/W3010194544,97,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201907786,https://doi.org/10.1002/adma.201907786,Advanced Materials,search_only
Experimental and Theoretical Investigation of the Structural and Opto‐electronic Properties of Fe‐Doped Lead‐Free Cs<sub>2</sub>AgBiCl<sub>6</sub> Double Perovskite,2021,10.1002/chem.202004902,https://openalex.org/W3122572457,97,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202004902,https://doi.org/10.1002/chem.202004902,Chemistry - A European Journal,search_only
Wearable perovskite solar cells by aligned liquid crystal elastomers,2023,10.1038/s41467-023-36938-7,https://openalex.org/W4322766723,97,True,https://www.nature.com/articles/s41467-023-36938-7.pdf,https://doi.org/10.1038/s41467-023-36938-7,Nature Communications,search_only
"Plastic Waste Upcycling: A Sustainable Solution for Waste Management, Product Development, and Circular Economy",2022,10.3390/polym14224788,https://openalex.org/W4308522454,96,True,https://www.mdpi.com/2073-4360/14/22/4788/pdf?version=1667870184,https://doi.org/10.3390/polym14224788,Polymers,search_only
An Overview of Functionalized Graphene Nanomaterials for Advanced Applications,2021,10.3390/nano11071717,https://openalex.org/W3175678931,96,True,https://www.mdpi.com/2079-4991/11/7/1717/pdf?version=1624971461,https://doi.org/10.3390/nano11071717,Nanomaterials,search_only
Recent advances in fiber-shaped and planar-shaped textile solar cells,2020,10.1016/j.nanoen.2020.104609,https://openalex.org/W3006105687,96,True,https://ars.els-cdn.com/content/image/1-s2.0-S2211285520301671-fx1_lrg.jpg,https://doi.org/10.1016/j.nanoen.2020.104609,Nano Energy,search_only
Heterogeneous FASnI3 Absorber with Enhanced Electric Field for High-Performance Lead-Free Perovskite Solar Cells,2022,10.1007/s40820-022-00842-4,https://openalex.org/W4224327280,96,True,https://link.springer.com/content/pdf/10.1007/s40820-022-00842-4.pdf,https://doi.org/10.1007/s40820-022-00842-4,Nano-Micro Letters,search_only
Scaling-up perovskite solar cells on hydrophobic surfaces,2020,10.1016/j.nanoen.2020.105633,https://openalex.org/W3109248911,96,True,,http://hdl.handle.net/10754/666849,Nano Energy,search_only
Fourth-generation solar cells: a review,2023,10.1039/d3ya00179b,https://openalex.org/W4382133390,96,True,https://pubs.rsc.org/en/content/articlepdf/2023/ya/d3ya00179b,https://doi.org/10.1039/d3ya00179b,Energy Advances,search_only
Self‐powered broadband kesterite photodetector with ultrahigh specific detectivity for weak light applications,2023,10.1002/sus2.160,https://openalex.org/W4387058263,96,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sus2.160,https://doi.org/10.1002/sus2.160,SusMat,search_only
Development of formamidinium lead iodide-based perovskite solar cells: efficiency and stability,2021,10.1039/d1sc04769h,https://openalex.org/W4200211180,95,True,https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc04769h,https://doi.org/10.1039/d1sc04769h,Chemical Science,search_only
Upscaling Solution‐Processed Perovskite Photovoltaics,2021,10.1002/aenm.202101973,https://openalex.org/W3207455325,95,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202101973,https://doi.org/10.1002/aenm.202101973,Advanced Energy Materials,search_only
Quantum dot-integrated GaN light-emitting diodes with resolution beyond the retinal limit,2022,10.1038/s41467-022-29538-4,https://openalex.org/W4223494911,95,True,https://www.nature.com/articles/s41467-022-29538-4.pdf,https://doi.org/10.1038/s41467-022-29538-4,Nature Communications,search_only
Solution-processed intermediate-band solar cells with lead sulfide quantum dots and lead halide perovskites,2018,10.1038/s41467-018-07655-3,https://openalex.org/W2910010151,95,True,https://www.nature.com/articles/s41467-018-07655-3.pdf,https://doi.org/10.1038/s41467-018-07655-3,Nature Communications,search_only
Ultrahigh-resolution full-color perovskite nanocrystal patterning for ultrathin skin-attachable displays,2022,10.1126/sciadv.add0697,https://openalex.org/W4307322511,95,True,https://www.science.org/doi/pdf/10.1126/sciadv.add0697?download=true,https://doi.org/10.1126/sciadv.add0697,Science Advances,search_only
Carbon‐based perovskite solar cells: From single‐junction to modules,2019,10.1002/cey2.11,https://openalex.org/W2977343604,94,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.11,https://doi.org/10.1002/cey2.11,Carbon Energy,search_only
"Recent progress, fabrication challenges and stability issues of lead-free tin-based perovskite thin films in the field of photovoltaics",2020,10.1016/j.ccr.2020.213633,https://openalex.org/W3093682339,94,True,https://www.sciencedirect.com/science/article/pii/S0010854520305920,https://doi.org/10.1016/j.ccr.2020.213633,Coordination Chemistry Reviews,search_only
Seed-mediated atomic-scale reconstruction of silver manganate nanoplates for oxygen reduction towards high-energy aluminum-air flow batteries,2018,10.1038/s41467-018-06211-3,https://openalex.org/W2891183178,94,True,https://www.nature.com/articles/s41467-018-06211-3.pdf,https://doi.org/10.1038/s41467-018-06211-3,Nature Communications,search_only
Optical metasurfaces towards multifunctionality and tunability,2022,10.1515/nanoph-2021-0684,https://openalex.org/W4206246542,93,True,https://www.degruyter.com/document/doi/10.1515/nanoph-2021-0684/pdf,https://doi.org/10.1515/nanoph-2021-0684,Nanophotonics,search_only
Constructing molecular bridge for high-efficiency and stable perovskite solar cells based on P3HT,2022,10.1038/s41467-022-34768-7,https://openalex.org/W4309474525,93,True,https://www.nature.com/articles/s41467-022-34768-7.pdf,https://doi.org/10.1038/s41467-022-34768-7,Nature Communications,search_only
Inorganic p-Type Semiconductors: Their Applications and Progress in Dye-Sensitized Solar Cells and Perovskite Solar Cells,2016,10.3390/en9050331,https://openalex.org/W2342660459,93,True,https://www.mdpi.com/1996-1073/9/5/331/pdf?version=1461991328,https://doi.org/10.3390/en9050331,Energies,search_only
Nanomaterials-patterned flexible electrodes for wearable health monitoring: a review,2021,10.1007/s10853-021-06248-8,https://openalex.org/W3176552192,93,True,https://link.springer.com/content/pdf/10.1007/s10853-021-06248-8.pdf,https://doi.org/10.1007/s10853-021-06248-8,Journal of Materials Science,search_only
Flash infrared annealing as a cost-effective and low environmental impact processing method for planar perovskite solar cells,2019,10.1016/j.mattod.2019.04.021,https://openalex.org/W2945505393,92,True,https://www.sciencedirect.com/science/article/pii/S1369702119302196?via%3Dihub,https://doi.org/10.1016/j.mattod.2019.04.021,Materials Today,search_only
Low‐Dimensional Metal‐Halide Perovskites as High‐Performance Materials for Memory Applications,2022,10.1002/smll.202203311,https://openalex.org/W4292547106,92,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202203311,https://doi.org/10.1002/smll.202203311,Small,search_only
"Lead-free, stable, high-efficiency (52%) blue luminescent FA<sub>3</sub>Bi<sub>2</sub>Br<sub>9</sub> perovskite quantum dots",2019,10.1039/c9nh00685k,https://openalex.org/W2993055487,92,True,https://pubs.rsc.org/en/content/articlepdf/2020/nh/c9nh00685k,https://doi.org/10.1039/c9nh00685k,Nanoscale Horizons,search_only
Increasing efficiency of perovskite solar cells using low concentrating photovoltaic systems,2019,10.1039/c9se00550a,https://openalex.org/W2984088511,92,True,https://pubs.rsc.org/en/content/articlepdf/2020/se/c9se00550a,https://doi.org/10.1039/c9se00550a,Sustainable Energy & Fuels,search_only
"Textile-Based Electronic Components for Energy Applications: Principles, Problems, and Perspective",2015,10.3390/nano5031493,https://openalex.org/W1637162241,92,True,https://www.mdpi.com/2079-4991/5/3/1493/pdf?version=1441634969,https://doi.org/10.3390/nano5031493,Nanomaterials,search_only
Multifunctional nanostructured materials for next generation photovoltaics,2020,10.1016/j.nanoen.2020.104480,https://openalex.org/W2998770612,92,True,https://www.sciencedirect.com/science/article/am/pii/S2211285520300379?via%3Dihub,https://doi.org/10.1016/j.nanoen.2020.104480,Nano Energy,search_only
Enhancing the Performance of the Half Tin and Half Lead Perovskite Solar Cells by Suppression of the Bulk and Interfacial Charge Recombination,2018,10.1002/adma.201803703,https://openalex.org/W2854434410,91,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201803703,https://doi.org/10.1002/adma.201803703,Advanced Materials,search_only
Germanium-lead perovskite light-emitting diodes,2021,10.1038/s41467-021-24616-5,https://openalex.org/W3182050749,91,True,https://www.nature.com/articles/s41467-021-24616-5.pdf,https://doi.org/10.1038/s41467-021-24616-5,Nature Communications,search_only
Establishing charge-transfer excitons in 2D perovskite heterostructures,2020,10.1038/s41467-020-16415-1,https://openalex.org/W3031081487,91,True,https://www.nature.com/articles/s41467-020-16415-1.pdf,https://doi.org/10.1038/s41467-020-16415-1,Nature Communications,search_only
2D MXene: A Potential Candidate for Photovoltaic Cells? A Critical Review,2022,10.1002/advs.202104743,https://openalex.org/W4212966547,91,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202104743,https://doi.org/10.1002/advs.202104743,Advanced Science,search_only
Novel Plasma-Assisted Low-Temperature-Processed SnO<sub>2</sub> Thin Films for Efficient Flexible Perovskite Photovoltaics,2018,10.1021/acsenergylett.8b00692,https://openalex.org/W2805468770,91,True,https://dr.ntu.edu.sg/bitstream/10356/142118/2/Novel%20Plasma-Assisted%20Low-Temperature-Processed%20SnO2%20Thin%20Films%20for%20Efficient%20Flexible%20Perovskite%20Photovoltaics.pdf,https://hdl.handle.net/10356/142118,ACS Energy Letters,search_only
Composition Engineering of All‐Inorganic Perovskite Film for Efficient and Operationally Stable Solar Cells,2020,10.1002/adfm.202001764,https://openalex.org/W3034031113,91,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202001764,https://doi.org/10.1002/adfm.202001764,Advanced Functional Materials,search_only
Facile all-dip-coating deposition of highly efficient (CH<sub>3</sub>)<sub>3</sub>NPbI<sub>3−x</sub>Cl<sub>x</sub> perovskite materials from aqueous non-halide lead precursor,2020,10.1039/d0ra06074g,https://openalex.org/W3047204446,91,True,https://pubs.rsc.org/en/content/articlepdf/2020/ra/d0ra06074g,https://doi.org/10.1039/d0ra06074g,RSC Advances,search_only
A Mini Review: Can Graphene Be a Novel Material for Perovskite Solar Cell Applications?,2017,10.1007/s40820-017-0182-0,https://openalex.org/W2777818326,91,True,https://link.springer.com/content/pdf/10.1007%2Fs40820-017-0182-0.pdf,https://doi.org/10.1007/s40820-017-0182-0,Nano-Micro Letters,search_only
&lt;p&gt;Advanced Black Phosphorus Nanomaterials for Bone Regeneration&lt;/p&gt;,2020,10.2147/ijn.s246336,https://openalex.org/W3012977956,91,True,https://www.dovepress.com/getfile.php?fileID=57024,https://doi.org/10.2147/ijn.s246336,International Journal of Nanomedicine,search_only
Multimode transistors and neural networks based on ion-dynamic capacitance,2022,10.1038/s41928-022-00876-x,https://openalex.org/W4312082361,91,True,https://www.nature.com/articles/s41928-022-00876-x.pdf,https://doi.org/10.1038/s41928-022-00876-x,Nature Electronics,search_only
Incorporating Potassium Citrate to Improve the Performance of Tin‐Lead Perovskite Solar Cells,2023,10.1002/aenm.202301218,https://openalex.org/W4384199329,91,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202301218,https://doi.org/10.1002/aenm.202301218,Advanced Energy Materials,search_only
Modulation of perovskite degradation with multiple-barrier for light-heat stable perovskite solar cells,2023,10.1038/s41467-023-41856-9,https://openalex.org/W4387215519,90,True,https://www.nature.com/articles/s41467-023-41856-9.pdf,https://doi.org/10.1038/s41467-023-41856-9,Nature Communications,search_only
Negligible‐Pb‐Waste and Upscalable Perovskite Deposition Technology for High‐Operational‐Stability Perovskite Solar Modules,2019,10.1002/aenm.201803047,https://openalex.org/W2913249881,90,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201803047,https://doi.org/10.1002/aenm.201803047,Advanced Energy Materials,search_only
Solid–state NMR of hybrid halide perovskites,2019,10.1016/j.ssnmr.2019.03.005,https://openalex.org/W2926986022,90,True,https://ars.els-cdn.com/content/image/1-s2.0-S0926204019300311-fx1_lrg.jpg,https://doi.org/10.1016/j.ssnmr.2019.03.005,Solid State Nuclear Magnetic Resonance,search_only
Origin of High Efficiency and Long-Term Stability in Ionic Liquid Perovskite Photovoltaic,2020,10.34133/2020/2616345,https://openalex.org/W3085614503,90,True,https://downloads.spj.sciencemag.org/research/2020/2616345.pdf,https://doi.org/10.34133/2020/2616345,Research,search_only
Surface Reconstruction Engineering with Synergistic Effect of Mixed‐Salt Passivation Treatment toward Efficient and Stable Perovskite Solar Cells,2021,10.1002/adfm.202102902,https://openalex.org/W3176306838,89,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202102902,https://doi.org/10.1002/adfm.202102902,Advanced Functional Materials,search_only
Growing perovskite into polymers for easy-processable optoelectronic devices,2015,10.1038/srep07725,https://openalex.org/W2021464782,89,True,https://www.nature.com/articles/srep07725.pdf,https://doi.org/10.1038/srep07725,Scientific Reports,search_only
Recent advances in semitransparent perovskite solar cells,2020,10.1002/inf2.12154,https://openalex.org/W3092518953,89,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/inf2.12154,https://doi.org/10.1002/inf2.12154,InfoMat,search_only
Mapping the pathways of photo-induced ion migration in organic-inorganic hybrid halide perovskites,2023,10.1038/s41467-023-37486-w,https://openalex.org/W4362523478,88,True,https://www.nature.com/articles/s41467-023-37486-w.pdf,https://doi.org/10.1038/s41467-023-37486-w,Nature Communications,search_only
Two‐terminal Perovskite silicon tandem solar cells with a high‐Bandgap Perovskite absorber enabling voltages over 1.8 V,2019,10.1002/pip.3208,https://openalex.org/W2985596893,88,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pip.3208,https://doi.org/10.1002/pip.3208,Progress in Photovoltaics Research and Applications,search_only
Tuning the bandgap of Cs<sub>2</sub>AgBiBr<sub>6</sub> through dilute tin alloying,2019,10.1039/c9sc02581b,https://openalex.org/W2975192652,87,True,https://pubs.rsc.org/en/content/articlepdf/2019/sc/c9sc02581b,https://doi.org/10.1039/c9sc02581b,Chemical Science,search_only
Oxidation-resistant all-perovskite tandem solar cells in substrate configuration,2023,10.1038/s41467-023-37492-y,https://openalex.org/W4362471085,87,True,https://www.nature.com/articles/s41467-023-37492-y.pdf,https://doi.org/10.1038/s41467-023-37492-y,Nature Communications,search_only
Benefiting from Spontaneously Generated 2D/3D Bulk‐Heterojunctions in Ruddlesden−Popper Perovskite by Incorporation of S‐Bearing Spacer Cation,2019,10.1002/advs.201900548,https://openalex.org/W2946508072,87,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201900548,https://doi.org/10.1002/advs.201900548,Advanced Science,search_only
A new generation of direct X-ray detectors for medical and synchrotron imaging applications,2020,10.1038/s41598-020-76647-5,https://openalex.org/W3103786856,87,True,https://www.nature.com/articles/s41598-020-76647-5.pdf,https://doi.org/10.1038/s41598-020-76647-5,Scientific Reports,search_only
Gas‐Assisted Spray Coating of Perovskite Solar Cells Incorporating Sprayed Self‐Assembled Monolayers,2022,10.1002/advs.202104848,https://openalex.org/W4211093209,87,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202104848,https://doi.org/10.1002/advs.202104848,Advanced Science,search_only
Single-Layer ZnO Hollow Hemispheres Enable High-Performance Self-Powered Perovskite Photodetector for Optical Communication,2021,10.1007/s40820-021-00596-5,https://openalex.org/W3132509738,86,True,https://link.springer.com/content/pdf/10.1007/s40820-021-00596-5.pdf,https://doi.org/10.1007/s40820-021-00596-5,Nano-Micro Letters,search_only
Machine Learning (ML)‐Assisted Design and Fabrication for Solar Cells,2019,10.1002/eem2.12049,https://openalex.org/W2974661190,86,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12049,https://doi.org/10.1002/eem2.12049,Energy & environment materials,search_only
Degradation and self-repairing in perovskite light-emitting diodes,2021,10.1016/j.matt.2021.09.007,https://openalex.org/W3203939610,86,True,http://www.cell.com/article/S2590238521004525/pdf,https://doi.org/10.1016/j.matt.2021.09.007,Matter,search_only
Controlled on-chip fabrication of large-scale perovskite single crystal arrays for high-performance laser and photodetector integration,2023,10.1038/s41377-023-01107-4,https://openalex.org/W4323531915,86,True,https://www.nature.com/articles/s41377-023-01107-4.pdf,https://doi.org/10.1038/s41377-023-01107-4,Light Science & Applications,search_only
Recent Advances and Opportunities of Lead-Free Perovskite Nanocrystal for Optoelectronic Application,2021,10.34133/2021/5198145,https://openalex.org/W3128825065,86,True,https://downloads.spj.sciencemag.org/energymatadv/2021/5198145.pdf,https://doi.org/10.34133/2021/5198145,Energy Material Advances,search_only
A carbazole-based self-assembled monolayer as the hole transport layer for efficient and stable Cs<sub>0.25</sub>FA<sub>0.75</sub>Sn<sub>0.5</sub>Pb<sub>0.5</sub>I<sub>3</sub>solar cells,2023,10.1039/d3ta01276j,https://openalex.org/W4378556458,86,True,https://pubs.rsc.org/en/content/articlepdf/2023/ta/d3ta01276j,https://doi.org/10.1039/d3ta01276j,Journal of Materials Chemistry A,search_only
Anomalous 3D nanoscale photoconduction in hybrid perovskite semiconductors revealed by tomographic atomic force microscopy,2020,10.1038/s41467-020-17012-y,https://openalex.org/W3040331297,86,True,https://www.nature.com/articles/s41467-020-17012-y.pdf,https://doi.org/10.1038/s41467-020-17012-y,Nature Communications,search_only
Thermodynamic Stabilization of Mixed-Halide Perovskites against Phase Segregation,2020,10.1016/j.xcrp.2020.100120,https://openalex.org/W3000091614,86,True,https://ars.els-cdn.com/content/image/1-s2.0-S2666386420301193-fx1_lrg.jpg,https://doi.org/10.1016/j.xcrp.2020.100120,Cell Reports Physical Science,search_only
Chalcogenide perovskites for photovoltaics: current status and prospects,2021,10.1088/2515-7655/abf41c,https://openalex.org/W3148431296,86,True,https://iopscience.iop.org/article/10.1088/2515-7655/abf41c/pdf,https://doi.org/10.1088/2515-7655/abf41c,Journal of Physics Energy,search_only
<i>In situ</i> simultaneous photovoltaic and structural evolution of perovskite solar cells during film formation,2017,10.1039/c7ee03013d,https://openalex.org/W2780551904,85,True,https://pubs.rsc.org/en/content/articlepdf/2018/ee/c7ee03013d,https://doi.org/10.1039/c7ee03013d,Energy & Environmental Science,search_only
Hydrothermal Synthesis of Various Hierarchical ZnO Nanostructures and Their Methane Sensing Properties,2013,10.3390/s130506171,https://openalex.org/W2059694873,85,True,https://www.mdpi.com/1424-8220/13/5/6171/pdf?version=1403327349,https://doi.org/10.3390/s130506171,Sensors,search_only
Lead Halide Perovskite Nanocrystals: Room Temperature Syntheses toward Commercial Viability,2020,10.1002/aenm.202001349,https://openalex.org/W3046754870,85,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202001349,https://doi.org/10.1002/aenm.202001349,Advanced Energy Materials,search_only
Vapor phase deposition of perovskite photovoltaics: short track to commercialization?,2024,10.1039/d3ee03273f,https://openalex.org/W4391138818,85,True,https://pubs.rsc.org/en/content/articlepdf/2024/ee/d3ee03273f,https://doi.org/10.1039/d3ee03273f,Energy & Environmental Science,search_only
Recent Advances in Patterning Strategies for Full-Color Perovskite Light-Emitting Diodes,2023,10.1007/s40820-023-01254-8,https://openalex.org/W4389436239,85,True,https://link.springer.com/content/pdf/10.1007/s40820-023-01254-8.pdf,https://doi.org/10.1007/s40820-023-01254-8,Nano-Micro Letters,search_only
Vacuum‐Assisted Growth of Low‐Bandgap Thin Films (FA<sub>0.8</sub>MA<sub>0.2</sub>Sn<sub>0.5</sub>Pb<sub>0.5</sub>I<sub>3</sub>) for All‐Perovskite Tandem Solar Cells,2019,10.1002/aenm.201902583,https://openalex.org/W2994960680,85,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201902583,https://doi.org/10.1002/aenm.201902583,Advanced Energy Materials,search_only
